video_id,title,keyword,keyword_zh,school_slug,school_zh,township_slug,sentence_1,sentence_1_zh,sentence_2,sentence_2_zh,youtube
WKxkI8O9wPM,Word of the Day: thumb piano (n) 拇指鋼琴,thumb piano (n),拇指鋼琴,santan,彰化縣田中鎮三潭國小,tianzhong,This girl is playing a musical instrument called a thumb piano.,這位女孩正在彈奏一種拇指鋼琴的樂器。,"This thumb piano is portable, meaning you can easily bring it with you wherever you go.",拇指鋼琴是可攜式的，意思就是你走到哪裡都可以帶著它。,https://www.youtube.com/watch?v=WKxkI8O9wPM
bR3ArbFfscA,Word of the Day: recorder (n) 直笛,recorder (n),直笛,xizhou,彰化縣溪州鄉溪州國小,xizhou,The recorder is the first musical instrument that many students learn.,直笛是很多學生學習的第一項樂器。,You can play many songs on a recorder.,你可以用直笛吹多首歌曲。,https://www.youtube.com/watch?v=bR3ArbFfscA
zrWmt8CdPns,Word of the Day: brush your teeth 刷牙,brush your teeth,刷牙,lushang,彰化縣芳苑鄉路上國小,fangyuan,Please brush your teeth after lunch.,午餐後請刷牙。,Brushing your teeth can keep them healthy.,刷牙可以保持牙齒的健康,https://www.youtube.com/watch?v=zrWmt8CdPns
zf2txknP5gY,Word of the Day: reading 閱讀,reading,閱讀,xizhou,彰化縣溪州鄉溪州國小,xizhou,Look at the students: they’re all reading quietly.,看看這群學生，他們閱讀時多麼安靜啊！,Reading often can help you improve your vocabulary and learn many new things.,閱讀經常可以讓你增加字彙並且學到很多新知。,https://www.youtube.com/watch?v=zf2txknP5gY
xskSr1L1xZI,Word of the Day: wash your hands 洗手,wash your hands,洗手,beidou-jh,彰化縣北斗鎮北斗國中,beidou,It's important to wash your hands after using the bathroom.,上完廁所後洗手是很重要的。,Make sure to wash your hands with soap and water before eating.,確定在吃東西之前要用香皂和水來洗手。,https://www.youtube.com/watch?v=xskSr1L1xZI
6UnGSEpbbmM,Word of the Day: newspaper (n) 報紙,newspaper (n),報紙,beidou-jh,彰化縣北斗鎮北斗國中,beidou,These students are reading newspapers.,這些學生正在看報紙。,"Newspapers give you news, sports, weather, and other information.",報紙為您提供新聞、體育、天氣和其他訊息。,https://www.youtube.com/watch?v=6UnGSEpbbmM
WQXteXLM67E,Word of the Day: school lunch (n) 營養午餐,school lunch (n),營養午餐,luming,彰化縣鹿港鎮鹿鳴國中,lukang,School lunch is eaten in the classroom in Taiwan.,在台灣午餐是在學校吃。,School lunch is designed to be healthy.,學校午餐的設計必須符合營養原則。,https://www.youtube.com/watch?v=WQXteXLM67E
41dqvvj-cKM,Word of the Day: kick (v) 打水,kick (v),打水,nanya,彰化縣社頭鄉湳雅國小,shetou,The students sit at the edge of the pool and practice kicking in the water.,同學們坐在泳游池旁邊練習打水。,You can practice kicking in the water before you learn how to swim.,在你還沒學會游泳前可以先練習打水。,https://www.youtube.com/watch?v=41dqvvj-cKM
Eu07YnrrQ70,Word of the Day: ping pong (n) 桌球,ping pong (n),桌球,luming,彰化縣鹿港鎮鹿鳴國中,lukang,"Ping pong, also known as table tennis, is a fun sport you can play indoors.",乒乓球又稱為桌球，這是一個有趣的室內運動。,Playing ping pong can help you improve your hand-eye coordination.,打桌球可以提升你的手眼協調性。,https://www.youtube.com/watch?v=Eu07YnrrQ70
RYhwEt-OhcI,Word of the Day: test (n) 考試,test (n),考試,beidou-jh,彰化縣北斗鎮北斗國中,beidou,The students are taking a test.,學生們正在考試。,Each student has to take the test independently and can’t get help from classmates.,每個學生都必須獨立參加考試，不能得到同學的幫助。,https://www.youtube.com/watch?v=RYhwEt-OhcI
qaUTQ1wla40,Word of the Day: climbing trees 爬樹,climbing trees,爬樹,nanya,彰化縣社頭鄉湳雅國小,shetou,The students use special equipment to climb trees.,學生們使用特殊設備爬樹。,The instructors teach students how to climb the tree safely.,指導員教學生如何安全地爬樹。,https://www.youtube.com/watch?v=qaUTQ1wla40
1u-uvvc7_Lc,Word of the Day: drone (n) 空拍機,drone (n),空拍機,tuku,彰化縣竹塘鄉土庫國小,zhutang,This aerial footage was taken using a drone.,這段空拍素材是使用空拍機拍攝的。,Isn't it amazing how high the drone can fly?,空拍機能飛得很高這不是很神奇？,https://www.youtube.com/watch?v=1u-uvvc7_Lc
LoEzQhUqY8k,Word of the Day: school lunch (n) 營養午餐,school lunch (n),營養午餐,lushang,彰化縣芳苑鄉路上國小,fangyuan,School lunch is eaten in the classroom in Taiwan.,在台灣午餐是在學校吃。,School lunch is designed to be healthy.,學校午餐的設計必須符合營養原則。,https://www.youtube.com/watch?v=LoEzQhUqY8k
CUx8FZ0oaN8,Word of the Day: recorder (n) 直笛,recorder (n),直笛,luming,彰化縣鹿港鎮鹿鳴國中,lukang,The recorder is the first musical instrument that many students learn.,直笛是很多學生學習的第一項樂器。,You can play many songs on a recorder.,你可以用直笛吹多首歌曲。,https://www.youtube.com/watch?v=CUx8FZ0oaN8
w8jo5IqJJxc,Word of the Day: English passport (n) 英語護照,English passport (n),英語護照,lushang,彰化縣芳苑鄉路上國小,fangyuan,"If the students complete part of their English passport, they get a stamp.",如果學生完成英語護照部分的項目，他們可以蓋一個章。,The English passport is good practice for speaking English.,英語護照是練習講英語的一個好方式。,https://www.youtube.com/watch?v=w8jo5IqJJxc
7K6yASxdSzY,Word of the Day: recorder (n) 直笛,recorder (n),直笛,tuku,彰化縣竹塘鄉土庫國小,zhutang,The recorder is the first musical instrument that many students learn.,直笛是很多學生學習的第一項樂器。,You can play many songs on a recorder.,你可以用直笛吹多首歌曲。,https://www.youtube.com/watch?v=7K6yASxdSzY
3tGF1RL0ReY,Word of the Day: study hall (n) 自修時間,study hall (n),自修時間,luming,彰化縣鹿港鎮鹿鳴國中,lukang,The students are diligently studying in study hall.,學生們在自修時間認真讀書。,In study hall the students have to work independently and quietly.,在自修時間，學生們必須安靜地獨立地讀書。,https://www.youtube.com/watch?v=3tGF1RL0ReY
z6bqVujl6S8,Word of the Day: frisbee (n) 飛盤,frisbee (n),飛盤,fuchao,彰化縣埤頭鄉芙朝國小,pitou,A frisbee is a disc that can glide in the air.,翻盤是可以在空中滑行的圓盤。,You can use a frisbee to play catch with your friends!,你可跟朋友玩接飛盤。,https://www.youtube.com/watch?v=z6bqVujl6S8
PkbTOG-TMGY,Word of the Day: bake (v) 烘烤,bake (v),烘烤,fangyuan,彰化縣芳苑鄉芳苑國小,fangyuan,The students are learning how to bake.,學生們正在學習如何烘烤。,You can make sweet treats by baking.,你可以通過烘烤來製作甜點,https://www.youtube.com/watch?v=PkbTOG-TMGY
rMtDPECmT64,Word of the Day: morning assembly (n) 朝會,morning assembly (n),朝會,fuchao,彰化縣埤頭鄉芙朝國小,pitou,The students gather for the morning assembly.,學生們在朝會時集合。,The flag is raised during the morning assembly.,在朝會時會升國旗。,https://www.youtube.com/watch?v=rMtDPECmT64
YV5c9_vKpJk,Word of the Day: jump rope (n) 跳繩,jump rope (n),跳繩,fuchao,彰化縣埤頭鄉芙朝國小,pitou,Jump rope is a good way to stay active and healthy.,跳繩是保持活躍與健康的好方式。,The students enjoy playing jump rope at recess.,同學們喜歡在下課時間跳繩。,https://www.youtube.com/watch?v=YV5c9_vKpJk
zTmDo0CehMA,Word of the Day: morning assembly (n) 朝會,morning assembly (n),朝會,xizhou,彰化縣溪州鄉溪州國小,xizhou,The students gather for the morning assembly.,學生們聚集參加朝會。,The flag is raised during the morning assembly.,在朝會時國旗會被升上去。,https://www.youtube.com/watch?v=zTmDo0CehMA
eG7gPygcbxE,Word of the Day: climbing trees 爬樹,climbing trees,爬樹,xizhou-jh,彰化縣溪州鄉溪州國中,xizhou,The students use special equipment to climb trees.,學生們使用特殊設備爬樹。,The instructors teach students how to climb the tree safely.,指導員教學生如何安全地爬樹。,https://www.youtube.com/watch?v=eG7gPygcbxE
qaxlkwsAKgY,Word of the Day: presentation (n) 報告,presentation (n),報告,fangyuan,彰化縣芳苑鄉芳苑國小,fangyuan,The teachers watch a presentation.,老師們正在看一場報告。,The presentation is about video technology.,這是一場有關影片科技的報告。,https://www.youtube.com/watch?v=qaxlkwsAKgY
jCfwrKZZwiA,Word of the Day: presentation (n) 報告,presentation (n),報告,yuanchyuan,彰化縣二水鄉源泉國小,ershui,The teachers watch a presentation.,老師們正在看一場報告。,The presentation is about video technology.,這場報告是有關於影片的科技。,https://www.youtube.com/watch?v=jCfwrKZZwiA
EwP58Dj8gE4,Word of the Day: climbing trees 爬樹,climbing trees,爬樹,cundong,彰化縣大村鄉村東國小,dacun,The students use special equipment to climb trees.,學生們使用特殊設備爬樹。,The instructors teach students how to climb the tree safely.,指導員教學生如何安全地爬樹。,https://www.youtube.com/watch?v=EwP58Dj8gE4
43rQxBuBfnU,Word of the Day: draw (v) 畫,draw (v),畫,fuchao,彰化縣埤頭鄉芙朝國小,pitou,"The students are using pencils, colored pencils, and markers to draw in class.",學生們正在使用鉛筆、彩色鉛筆和簽字筆在課堂上作畫。,Drawing is a fun way to improve your artistic ability!,繪畫是一種提高藝術能力的有趣方式！,https://www.youtube.com/watch?v=43rQxBuBfnU
ioRYRS8nwaw,Word of the Day: dodgeball (n) 躲避球,dodgeball (n),躲避球,fangyuan,彰化縣芳苑鄉芳苑國小,fangyuan,The students are playing dodgeball.,學生們正在玩躲避球。,Dodgeball is a popular school game.,躲避球是一種流行的學校遊戲。,https://www.youtube.com/watch?v=ioRYRS8nwaw
YZWN2VH6mSk,Word of the Day: tee-ball (n) 樂樂棒球,tee-ball (n),樂樂棒球,fuchao,彰化縣埤頭鄉芙朝國小,pitou,"In tee-ball, you hit the ball with a bat.",在玩樂樂棒時，你使用球棒擊球。,"To score a point in tee-ball, the runner has to get to the home plate.",要在樂樂棒的比賽中得分，跑者必須到達本壘。,https://www.youtube.com/watch?v=YZWN2VH6mSk
Sx4LTCLcY_s,Word of the Day: ukulele (n) 烏克麗麗,ukulele (n),烏克麗麗,santan,彰化縣田中鎮三潭國小,tianzhong,The ukulele is a small musical instrument.,烏克麗麗是很小型的樂器。,All the students play their ukuleles together.,同學們一起彈烏克麗麗。,https://www.youtube.com/watch?v=Sx4LTCLcY_s
0UBtRWadKzA,Word of the Day: Taekwondo (n) 跆拳道,Taekwondo (n),跆拳道,santan,彰化縣田中鎮三潭國小,tianzhong,The students are learning Taekwondo in PE.,學生們在體育課學習跆拳道。,You learn to kick high in Taekwondo.,在跆拳道中，你學習踢得很高。,https://www.youtube.com/watch?v=0UBtRWadKzA
qHaNxCn57qk,Word of the Day: basketball (n) 籃球,basketball (n),籃球,yuanchyuan,彰化縣二水鄉源泉國小,ershui,Students love to play basketball during recess.,學生們喜歡在課間休息時打籃球。,A pick-up game is an on-the-spot game for basketball.,鬥牛賽是籃球的當場臨時組合的比賽。,https://www.youtube.com/watch?v=qHaNxCn57qk
UbC8yDRZubs,Word of the Day: workbook (n) 習作本,workbook (n),習作本,fuchao,彰化縣埤頭鄉芙朝國小,pitou,The students are writing in their workbooks.,學生們正在寫習作。,The teacher is checking the students' workbooks.,老師正在改學生的習作。,https://www.youtube.com/watch?v=UbC8yDRZubs
Cxe0UXyG8gw,Word of the Day: dance (v) 跳舞,dance (v),跳舞,tsunshang,彰化縣大村鄉村上國小,dacun,The students dance to the music.,學生們隨著音樂起舞。,The students dance together in class.,學生們在課堂上一起跳舞。,https://www.youtube.com/watch?v=Cxe0UXyG8gw
VCiHbMbRR8E,Word of the Day: fitness test (n) 體適能測驗,fitness test (n),體適能測驗,lushang,彰化縣芳苑鄉路上國小,fangyuan,The students are practicing for their fitness test.,同學們為體適能測驗做練習。,A fitness test may include sit-ups and stretches.,體適能測驗可能包括仰臥起坐與伸展的運動。,https://www.youtube.com/watch?v=VCiHbMbRR8E
n17yUIPit7k,Word of the Day: watercolor (n) 水彩,watercolor (n),水彩,tuku,彰化縣竹塘鄉土庫國小,zhutang,"In art class, the students are painting with watercolor.",美術課中，同學們正在用水彩畫畫。,"To use watercolor, you need a brush, a palette and water.",用水彩作畫需要畫筆、調色板還有水。,https://www.youtube.com/watch?v=n17yUIPit7k
tflWTSMqYYA,Word of the Day: cross (v) 過馬路,cross (v),過馬路,taiping,彰化縣埔心鄉太平國小,puxin,Watch out for students crossing the road.,當心正在過馬路的學生。,Crossing guards stop traffic to let students cross the street safely.,交通導護阻擋車輛讓學生安全過馬路。,https://www.youtube.com/watch?v=tflWTSMqYYA
CWPRUb57tKM,Word of the Day: storyteller (n) 講故事的人,storyteller (n),講故事的人,taiping,彰化縣埔心鄉太平國小,puxin,A good storyteller teaches a lesson and entertains you at the same time.,一個擅長講故事的人可以教導大家道理，同時又兼具娛樂大眾。,The storytellers can use real or fictional information to tell a story.,講故事的人可能用真實或者是虛構的情節來說故事。,https://www.youtube.com/watch?v=CWPRUb57tKM
