keyword,keyword_zh,sentence_1,sentence_1_zh,sentence_2,sentence_2_zh,school,youtube
walking stick (n.),手杖,A walking stick is a useful tool when hiking.,登山杖在健行時是很好用的工具。,"To keep your balance when hiking, use a walking stick.",健行時若要保持平衡的話可以使用登山杖。,彰化縣竹塘鄉土庫國小,https://www.youtube.com/watch?v=y_k2L3oFe0M
performance (n.),表演,The students put on a performance at a retirement home.,學生們在老人之家做表演。,"In the performance, the students dance, sing, and play instruments.",表演中，學生們跳舞、唱歌與演奏樂器。,彰化縣埔心鄉太平國小,https://www.youtube.com/watch?v=Rl8Pyi8Rib4
serve (v.),打菜,The students serve other students food for lunch.,同學們午餐時為其他人打菜。,"""The students serve various dishes for lunch.",同學們午餐時打好幾道不同的菜色。,彰化縣芳苑鄉路上國小,https://www.youtube.com/watch?v=wswV_R-N5o8
campaign (v.),選舉活動,The students are campaigning for their election.,同學們為他們的選舉做造勢。,"When campaigning, the candidates talk about their policies.",競選人在造勢期間談論他們的政見。,彰化縣竹塘鄉土庫國小,https://www.youtube.com/watch?v=GcPXRKce33s
hiking (v.),健行,The students are hiking in the mountains.,同學們在山區健行。,Hiking is a great way to enjoy nature.,健行是享受大自然的好方式。,彰化縣竹塘鄉土庫國小,https://www.youtube.com/watch?v=iYHx1kYVOTo
mung bean soup (n.),綠豆湯,Mung bean soup is a tasty snack.,綠豆湯是很好吃的點心。,The students are learning how to make mung bean soup.,同學們正在學習如何煮綠豆湯。,彰化縣竹塘鄉土庫國小,https://www.youtube.com/watch?v=HgW3eJvvufc
volleyball (n.),排球,The PE teacher is showing the students how to play volleyball.,體育老師正在為學生示範打排球的技巧。,The students are practicing bumping the volleyball.,同學們正在練習低手擊球。,彰化縣二水鄉源泉國小,https://www.youtube.com/watch?v=5Y0P0-8ymvs
swing (n.),鞦韆,The students play on the swing.,彰化縣人師協會,The student swings on the swing set.,學生們在鞦韆上玩耍。,彰化縣人師教育協會,https://www.youtube.com/watch?v=mRlE3p3U8iE
spring roll (n.),春捲,A parent is teaching the students how to make Vietnamese spring rolls.,一位家長正在教學生們製作越南春捲。,"They're putting noodles, vegetables, and meat inside the spring rolls.",他們將麵條、蔬菜和肉放入春捲中。,彰化縣埤頭鄉芙朝國小,https://www.youtube.com/watch?v=ERtcuCTmM6Q
clean up (v.),打掃,The students clean up the hallway with a mop.,同學們用拖把清掃走廊。,The students carefully clean up the gutter using a bucket and tongs.,同學們小心地用水桶與夾子清理水溝。,彰化縣芳苑鄉路上國小,https://www.youtube.com/watch?v=TYe85wQOrwg
experiment (n.),實驗,The students conduct an experiment.,同學們正在進行一項實驗。,The experiment helps students understand how ants collect food.,這個實驗幫助學生了解螞蟻如何搜集食物。,彰化縣鹿港鎮鹿鳴國中,https://www.youtube.com/watch?v=i_czxxdCJjQ
communication book (n.),聯絡簿,"The students write homework assignments, tests, and other school events in their communication books.",同學們將功課、考試與學校活動寫在聯絡簿上面。,Communication books help teachers and parents share information.,聯絡簿可以讓老師與家長分享訊息。,彰化縣鹿港鎮鹿鳴國中,https://www.youtube.com/watch?v=8nim-KAXl68
protect (v.),保護,The students have to protect their eggs all day.,同學們一整天必須保護他們的蛋。,This activity is to show how mothers protect their children.,這個活動是為了展現母親如何保護自己的小孩。,彰化縣鹿港鎮鹿鳴國中,https://www.youtube.com/watch?v=CengNsjxbxQ
storytelling (n.),講故事,Each student performs in a storytelling contest.,每位學生在說故事比賽中賣力演出。,The teachers grade students' reading in the storytelling contest.,老師們在說故事比賽中為學生打成績。,彰化縣埔心鄉太平國小,https://www.youtube.com/watch?v=WaypojlSYLM
rollerblade (v.),溜直排輪,The students are rollerblading on a basketball court.,學生們正在籃球場上溜直排輪。,You can rollerblade in a circle.,你可以溜直排輪繞圈圈。,彰化縣芳苑鄉路上國小,https://www.youtube.com/watch?v=TCYibdd-9Sg
mobile library (n.),行動圖書館,The mobile library is a truck that's been converted into a small library.,行動圖書館是由卡車改裝的小圖書館。,The mobile library can bring lots of books to students at different schools!,行動圖書館可以將書帶給不同學校的學生閱讀。,彰化縣大村鄉村東國小,https://www.youtube.com/watch?v=04dJmaHaBQo
frisbee (n.),飛盤,A frisbee is a disc that can glide in the air.,飛盤是可以在空中滑行的圓盤。,You can use a frisbee to play catch with your friends!,你可跟朋友玩接飛盤。,彰化縣彰化市民生國小,https://www.youtube.com/watch?v=56R3Oj3ynak
basketball (n.),籃球,Basketball was invented in the US in 1891.,籃球於1891年在美國發明。,Now basketball is played by people all around the world!,現在全世界的人都會打籃球。,彰化縣彰化市民生國小,https://www.youtube.com/watch?v=0c-aeZkKvqA
weed (v.),除草,The volunteers are weeding the garden.,志願者們正在花園裡除草。,We need to weed the garden to keep it healthy.,我們需要給花園除草以保持它的健康。,彰化縣田中鎮明禮國小,https://www.youtube.com/watch?v=qp4_QNNVzyA
soccer (n.),足球,"When you play soccer, you mainly use your feet to move the ball.",當你踢足球時，你主要是用雙腳來移動球。,"Soccer players can dribble the ball, pass the ball to their teammates, or kick the ball toward the goal.",足球員可以運球、傳球或踢球攻門。,彰化縣彰化市民生國小,https://www.youtube.com/watch?v=rFlYAiKFNeE
gear (n.),齒輪,The teacher is explaining how gears work.,這位老師正在講解齒輪運作的道理。,The participants have to assemble parts to create a machine with gears.,參與者必須組合零件做成有齒輪的機器。,彰化縣大村鄉村上國小,https://www.youtube.com/watch?v=enUitkXnsX8
water (v.),澆水,The students are watering the vegetables in the school garden.,同學們在學校菜園澆菜。,You can use a watering can when you want to water the plants.,你可以使用澆水器幫植物澆水。,彰化縣埤頭鄉芙朝國小,https://www.youtube.com/watch?v=ONZBj5Vv0a8
pet (v.),撫摸,The teacher is petting the cat.Dena,老師正在撫摸小貓。,"When you pet the cat, he will purr.",當你撫摸貓時，他就會發出咕嚕咕嚕聲。,彰化縣田中鎮明禮國小,https://www.youtube.com/watch?v=lsTv1ZoN_ow
modelling clay (n.),造型黏土,You can use modelling clay to make your very own artwork.,你可以用造型黏土來製作自己的藝術作品。,Modelling clay is easy and fun to use.,造型黏土很好使用，也很好玩。,彰化縣埤頭鄉芙朝國小,https://www.youtube.com/watch?v=BgsBCCJby-Q
pray (v.),祈福,The students are going to pray for good luck on exams.,同學們為考試祈福。,Sometimes you burn incense while you pray.,有時祈福時要燒香。,彰化縣溪州鄉溪州國中,https://www.youtube.com/watch?v=4BS6EEAqAuE
recite (v.),背誦,The kids are learning to recite very old Chinese literature.,小朋友正學習背誦中國的經典文學。,They're trying to memorize the words so they can recite them without looking at the book.,他們試著不用看書背誦其中的內容。,彰化縣埤頭鄉芙朝國小,https://www.youtube.com/watch?v=36WGHmxBkVI
rice burger (n.),米漢堡,The students are cooking rice burgers.,學生們在做米漢堡。,A rice burger is a healthy dinner.,米漢堡是很健康的晚餐。,彰化縣溪州鄉溪州國中,https://www.youtube.com/watch?v=nOL5H7t3KAs
kick board (n.),浮板,The students use a kick board to practicing swimming.,學生用浮板來練習游泳。,A kick board makes it easier to swim.,浮板讓游泳較為容易。,彰化縣竹塘鄉土庫國小,https://www.youtube.com/watch?v=CU8LCvsvKJQ
hiking (v.),健行,Hiking in the mountains is very beautiful.,在山區健行景色很美麗。,Hiking the trails is good exercise.,在步道健行是很好的運動。,彰化縣埔心鄉太平國小,https://www.youtube.com/watch?v=UpC8hEIdPp8
artist (n.),藝術家,The artist works with clay.,藝術家使用粘土進行創作。,There are many different things an artist can create.,藝術家可以創造許多不同的東西。,彰化縣田中鎮明禮國小,https://www.youtube.com/watch?v=06bXzJyDg3M
oyster (n.),牡蠣,People raise oysters in this town.,人們在這個鎮上養殖牡蠣。,Oysters are a popular food.,牡蠣是一種受歡迎的食物。,彰化縣芳苑鄉芳苑國小,https://www.youtube.com/watch?v=J5Y79VmlTxc
balloon (n.),氣球,The teacher is showing the students how to make balloon art.,這位老師正在為學生示範如何製作氣球藝術。,You can make many different animals with balloosn.,你能用氣球做很多不同的動物。,彰化縣田中鎮明禮國小,https://www.youtube.com/watch?v=SIxzOygB8m0
tour (n.),參觀,The visitors are given a tour of the school.,訪客參觀這個學校。,The garden is their favorite part of the tour.,菜園是他們參觀中最喜歡的地方。,彰化縣田中鎮明禮國小,https://www.youtube.com/watch?v=oc2SWaBYwao
presentation (n.),報告,The teachers watch a presentation.,老師們正在看一場報告。,The presentation is about video technology.,這是一場有關影片科技的報告。,彰化縣芳苑鄉芳苑國中,https://www.youtube.com/watch?v=i2FmxCooU54
tour guide (n.),導遊,A tour guide shows visitors interesting sights.,導遊向遊客展示有趣的景點。,The tour guide talks about the local wild life.,導遊介紹當地的野生動物。,彰化縣芳苑鄉芳苑國小,https://www.youtube.com/watch?v=9Kk6DmMLfAc
pottery (n.),陶器,Pottery is a difficult art to learn.,陶藝是一門難學的藝術。,It takes a lot of skills to create pottery.,製作作陶器需要很多技巧。,彰化縣田中鎮明禮國小,https://www.youtube.com/watch?v=UEydsOMHUr8
perform (v.),表演,The students are performing on stage and singing songs in English to celebrate Mother's Day.,學生們在舞台上表演，用英語演唱歌曲來慶祝母親節。,Performing music on Mother's Day is a great way to show your mom how much you appreciate her.,在母親節表演音樂是向媽媽表達您對她的感激之情的好方法。,彰化縣大村鄉村上國小,https://www.youtube.com/watch?v=UNe19P7S8gc
tea culture (n.),茶文化,"In tea culture, the host prepares tea for the guests.",在茶文化中，主人為客人泡茶。,Tea culture is very important in Taiwan.,茶文化在台灣非常重要。,彰化縣田中鎮明禮國小,https://www.youtube.com/watch?v=xz-a98Y8dqw
